site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
tablas-daimiel,2019-04-29,2,S2A_30SVJ_20190429_0_L2A;S2A_30SVJ_20190429_1_L2A,1.0,0.0162,0.9838,0.0585,-0.082,otsu,0.168,0.0138,3100.1,191.0,0.0626,5.4,262.4,168.6,-0.1145,0.1408,0.2269,0.1412,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-05-04,2,S2B_30SVJ_20190504_0_L2A;S2B_30SVJ_20190504_1_L2A,1.0,0.0071,0.9929,0.0589,-0.0273,otsu,0.225,0.018,3100.1,211.1,0.0686,13.0,251.7,208.0,-0.0974,0.1373,0.2147,0.133,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-05-14,2,S2B_30SVJ_20190514_0_L2A;S2B_30SVJ_20190514_2_L2A,1.0,0.009,0.991,0.0639,-0.0273,otsu,0.23,0.02,3100.1,238.3,0.0776,9.7,257.8,204.8,-0.1852,0.2347,0.4028,0.4554,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-05-19,2,S2A_30SVJ_20190519_0_L2A;S2A_30SVJ_20190519_1_L2A,1.0,0.4181,0.5819,0.0867,-0.0352,otsu,0.295,0.0324,3100.1,152.9,0.0848,12.2,179.2,114.4,-0.188,0.2353,0.3939,0.5592,nublado,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-05-24,1,S2B_30SVJ_20190524_0_L2A,1.0,0.9104,0.0896,0.1132,-0.0195,otsu,0.572,0.0758,3100.1,35.3,0.1271,7.0,39.6,12.2,-0.2514,0.2608,0.3937,0.6942,nublado,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-05-29,2,S2A_30SVJ_20190529_0_L2A;S2A_30SVJ_20190529_1_L2A,1.0,0.0181,0.9819,0.064,-0.082,otsu,0.456,0.0185,3100.1,212.8,0.0699,11.6,234.8,127.4,-0.1783,0.3357,0.5935,0.8744,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-06-03,2,S2B_30SVJ_20190603_0_L2A;S2B_30SVJ_20190603_1_L2A,1.0,0.7722,0.2278,0.0808,-0.1133,otsu,0.656,0.0524,3100.1,48.8,0.069,22.5,51.0,6.4,-0.1049,0.1988,0.259,0.566,nublado,2026-09-03T06:58:46+00:00
tablas-daimiel,2019-06-08,2,S2A_30SVJ_20190608_0_L2A;S2A_30SVJ_20190608_1_L2A,1.0,0.6325,0.3675,0.0684,0.0,fijo,,,3100.1,7.2,0.0064,0.0,2.4,0.0,-0.0289,0.1732,0.1955,0.0442,nublado,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-06-13,2,S2B_30SVJ_20190613_0_L2A;S2B_30SVJ_20190613_1_L2A,1.0,0.0631,0.9369,0.0858,-0.0586,otsu,0.516,0.0303,3100.1,156.9,0.054,11.6,154.4,80.2,-0.1175,0.2259,0.303,0.689,ok,2026-09-03T06:58:46+00:00
tablas-daimiel,2019-06-18,2,S2A_30SVJ_20190618_0_L2A;S2A_30SVJ_20190618_1_L2A,1.0,0.0243,0.9757,0.073,-0.1055,otsu,0.566,0.0241,3100.1,194.0,0.0641,19.8,201.5,63.2,-0.1129,0.2384,0.3224,0.6948,ok,2026-09-03T06:58:46+00:00
tablas-daimiel,2019-06-23,2,S2B_30SVJ_20190623_0_L2A;S2B_30SVJ_20190623_1_L2A,1.0,0.0483,0.9517,0.0829,-0.1367,otsu,0.639,0.0296,3100.1,204.5,0.0693,23.9,178.4,51.7,-0.0888,0.1901,0.3232,0.4344,ok,2026-09-03T06:58:46+00:00
tablas-daimiel,2019-06-28,2,S2A_30SVJ_20190628_0_L2A;S2A_30SVJ_20190628_1_L2A,1.0,0.017,0.983,0.0826,-0.2773,otsu,0.967,0.0397,3100.1,202.3,0.0664,146.9,46.7,46.2,-0.0146,0.1612,0.2878,0.401,ok,2026-09-03T06:58:46+00:00
