site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
brenne,2018-04-19,8,S2B_30TYS_20180419_0_L2A;S2B_30TYS_20180419_1_L2A;S2B_30TYT_20180419_0_L2A;S2B_30TYT_20180419_1_L2A;S2B_31TCM_20180419_0_L2A;S2B_31TCM_20180419_1_L2A;S2B_31TCN_20180419_0_L2A;S2B_31TCN_20180419_1_L2A,1.0,0.0012,0.9988,0.0337,-0.2148,otsu,0.703,0.0386,57957.1,2057.9,0.0355,2764.0,928.5,187.5,-0.0435,0.088,0.1429,0.0131,ok,2026-09-03T17:50:30+00:00
brenne,2018-04-21,4,S2A_30TYS_20180421_0_L2A;S2A_30TYT_20180421_0_L2A;S2A_31TCM_20180421_0_L2A;S2A_31TCN_20180421_0_L2A,1.0,0.0013,0.9987,0.0286,-0.168,otsu,0.818,0.0189,57957.1,2721.4,0.047,1626.2,1726.3,1343.8,-0.042,0.0924,0.1581,0.0294,ok,2026-09-03T17:50:30+00:00
brenne,2018-04-24,4,S2A_30TYS_20180424_0_L2A;S2A_30TYT_20180424_0_L2A;S2A_31TCM_20180424_0_L2A;S2A_31TCN_20180424_0_L2A,1.0,0.3677,0.6323,0.0459,-0.332,otsu,0.575,0.049,57957.1,376.7,0.0103,15537.7,165.8,84.2,-0.0123,0.0872,0.1445,0.0134,nublado,2026-09-03T17:50:30+00:00
brenne,2018-04-26,2,S2B_30TYS_20180426_0_L2A;S2B_31TCM_20180426_0_L2A,1.0,0.4357,0.5643,0.0536,-0.3008,otsu,0.597,0.0956,57957.1,304.3,0.0093,7977.4,134.2,26.7,-0.0144,0.0787,0.1427,0.0074,nublado,2026-09-03T17:50:30+00:00
brenne,2018-05-04,4,S2A_30TYS_20180504_0_L2A;S2A_30TYT_20180504_0_L2A;S2A_31TCM_20180504_0_L2A;S2A_31TCN_20180504_0_L2A,1.0,0.001,0.999,0.031,-0.1758,otsu,0.69,0.0545,57957.1,2162.2,0.0373,2668.4,980.8,106.4,-0.0498,0.087,0.1422,0.0159,ok,2026-09-03T17:50:30+00:00
brenne,2018-05-06,4,S2B_30TYS_20180506_0_L2A;S2B_30TYT_20180506_0_L2A;S2B_31TCM_20180506_0_L2A;S2B_31TCN_20180506_0_L2A,1.0,0.0055,0.9945,0.0317,-0.1289,otsu,0.652,0.0368,57957.1,2164.3,0.0375,2127.3,1423.8,468.8,-0.0678,0.0988,0.1703,0.0473,ok,2026-09-03T17:50:30+00:00
brenne,2018-05-09,1,S2B_30TYT_20180509_0_L2A,0.0,0.0,0.0,,0.0,fijo,,,57957.1,0.0,0.0,0.0,0.0,0.0,,,,,sin_datos,2026-09-03T17:50:30+00:00
brenne,2018-05-11,7,S2A_30TYS_20180511_0_L2A;S2A_30TYT_20180511_0_L2A;S2A_30TYT_20180511_1_L2A;S2A_31TCM_20180511_0_L2A;S2A_31TCM_20180511_1_L2A;S2A_31TCN_20180511_0_L2A;S2A_31TCN_20180511_1_L2A,1.0,0.0016,0.9984,0.0264,-0.1992,otsu,0.786,0.0193,57957.1,2167.8,0.0375,1793.7,1405.9,1088.2,-0.0401,0.0956,0.1908,0.0829,ok,2026-09-03T17:50:30+00:00
brenne,2018-05-16,4,S2B_30TYS_20180516_0_L2A;S2B_30TYT_20180516_0_L2A;S2B_31TCM_20180516_0_L2A;S2B_31TCN_20180516_0_L2A,1.0,0.0012,0.9988,0.0297,-0.0977,otsu,0.526,0.0857,57957.1,2864.2,0.0495,1537.2,2311.7,28.3,-0.0559,0.0961,0.1718,0.0513,ok,2026-09-03T17:51:48+00:00
brenne,2018-05-19,4,S2B_30TYS_20180519_0_L2A;S2B_30TYT_20180519_0_L2A;S2B_31TCM_20180519_0_L2A;S2B_31TCN_20180519_0_L2A,1.0,0.0044,0.9956,0.0254,-0.207,otsu,0.708,0.0288,57957.1,2443.2,0.0423,2172.3,1541.4,425.1,-0.0287,0.0786,0.163,0.0462,ok,2026-09-03T17:50:30+00:00
brenne,2018-05-21,4,S2A_30TYS_20180521_0_L2A;S2A_30TYT_20180521_0_L2A;S2A_31TCM_20180521_0_L2A;S2A_31TCN_20180521_0_L2A,1.0,0.0048,0.9952,0.0227,-0.1758,otsu,0.626,0.0224,57957.1,2376.5,0.0412,1662.8,1511.7,598.0,-0.0262,0.1091,0.1987,0.0971,ok,2026-09-03T17:51:48+00:00
brenne,2018-05-24,4,S2A_30TYS_20180524_0_L2A;S2A_30TYT_20180524_0_L2A;S2A_31TCM_20180524_0_L2A;S2A_31TCN_20180524_0_L2A,1.0,0.0268,0.9732,0.0247,-0.1445,otsu,0.764,0.026,57957.1,2044.2,0.0362,2387.4,1287.8,619.5,-0.0579,0.1109,0.189,0.0758,ok,2026-09-03T17:51:48+00:00
brenne,2018-05-26,4,S2B_30TYS_20180526_0_L2A;S2B_30TYT_20180526_0_L2A;S2B_31TCM_20180526_0_L2A;S2B_31TCN_20180526_0_L2A,1.0,0.0014,0.9986,0.0249,-0.2773,otsu,0.514,0.0577,57957.1,1968.2,0.034,2274.5,840.7,56.1,0.0089,0.0955,0.1755,0.0491,ok,2026-09-03T17:51:48+00:00
brenne,2018-06-08,2,S2B_31TCM_20180608_0_L2A;S2B_31TCN_20180608_0_L2A,1.0,0.5075,0.4925,0.0538,-0.3242,otsu,1.031,0.0586,57957.1,462.1,0.0162,8411.6,157.2,6.5,-0.0085,0.0898,0.1427,0.0083,nublado,2026-09-03T17:51:48+00:00
brenne,2018-06-10,7,S2A_30TYS_20180610_0_L2A;S2A_30TYT_20180610_0_L2A;S2A_30TYT_20180610_1_L2A;S2A_31TCM_20180610_0_L2A;S2A_31TCM_20180610_1_L2A;S2A_31TCN_20180610_0_L2A;S2A_31TCN_20180610_1_L2A,1.0,0.2761,0.7239,0.0327,0.0,fijo,0.157,0.0133,57957.1,749.0,0.0179,184.7,862.3,611.7,-0.0579,0.0789,0.2322,0.1483,nublado,2026-09-03T17:51:48+00:00
brenne,2018-06-13,3,S2A_30TYS_20180613_0_L2A;S2A_30TYS_20180613_1_L2A;S2A_31TCM_20180613_0_L2A,1.0,0.5193,0.4807,0.0627,-0.3086,otsu,0.801,0.1042,57957.1,614.9,0.0221,12024.7,436.3,75.3,-0.0463,0.0627,0.1193,0.0064,nublado,2026-09-03T17:51:48+00:00
brenne,2018-06-20,8,S2A_30TYS_20180620_0_L2A;S2A_30TYS_20180620_1_L2A;S2A_30TYT_20180620_0_L2A;S2A_30TYT_20180620_1_L2A;S2A_31TCM_20180620_0_L2A;S2A_31TCM_20180620_1_L2A;S2A_31TCN_20180620_0_L2A;S2A_31TCN_20180620_1_L2A,1.0,0.0015,0.9985,0.0254,-0.1602,otsu,0.388,0.0113,57957.1,2373.1,0.041,882.1,2509.1,2033.8,-0.0548,0.1203,0.2869,0.2644,ok,2026-09-03T17:51:48+00:00
brenne,2018-06-23,8,S2A_30TYS_20180623_0_L2A;S2A_30TYS_20180623_1_L2A;S2A_30TYT_20180623_0_L2A;S2A_30TYT_20180623_1_L2A;S2A_31TCM_20180623_0_L2A;S2A_31TCM_20180623_1_L2A;S2A_31TCN_20180623_0_L2A;S2A_31TCN_20180623_1_L2A,1.0,0.0014,0.9986,0.0319,-0.207,otsu,0.657,0.0318,57957.1,2852.0,0.0493,1653.0,2341.6,284.2,-0.0461,0.087,0.1832,0.0684,ok,2026-09-03T17:51:48+00:00
brenne,2018-06-25,8,S2B_30TYS_20180625_0_L2A;S2B_30TYS_20180625_1_L2A;S2B_30TYT_20180625_0_L2A;S2B_30TYT_20180625_1_L2A;S2B_31TCM_20180625_0_L2A;S2B_31TCM_20180625_1_L2A;S2B_31TCN_20180625_0_L2A;S2B_31TCN_20180625_1_L2A,1.0,0.001,0.999,0.0305,-0.1445,otsu,0.68,0.0186,57957.1,2627.8,0.0454,1188.2,2209.5,2199.6,-0.0403,0.1324,0.2647,0.2355,ok,2026-09-03T17:51:48+00:00
