site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
grand-lieu,2018-10-19,4,S2B_30TWT_20181019_0_L2A;S2B_30TWT_20181019_1_L2A;S2B_30TXT_20181019_0_L2A;S2B_30TXT_20181019_1_L2A,1.0,0.0039,0.9961,0.0376,-0.0117,otsu,0.847,0.0329,6299.3,903.0,0.1439,928.9,951.6,1540.9,-0.1817,0.306,0.3333,0.9944,ok,2026-09-03T15:01:13+00:00
grand-lieu,2018-10-21,2,S2A_30TWT_20181021_0_L2A;S2A_30TXT_20181021_0_L2A,1.0,0.0028,0.9972,0.0296,0.0273,otsu,0.755,0.0218,6299.3,932.7,0.1485,732.6,1032.9,1539.9,-0.2339,0.3537,0.3919,0.9933,ok,2026-09-03T15:00:55+00:00
grand-lieu,2018-10-24,2,S2A_30TWT_20181024_0_L2A;S2A_30TXT_20181024_0_L2A,1.0,0.378,0.622,0.0626,-0.1992,otsu,1.213,0.0692,6299.3,1006.8,0.257,568.4,666.2,1320.7,-0.076,0.1435,0.2701,0.2274,nublado,2026-09-03T15:00:55+00:00
grand-lieu,2018-11-03,1,S2A_30TWT_20181103_0_L2A,1.0,0.5919,0.4081,0.033,-0.3008,otsu,,,6299.3,2.0,0.0008,214.0,1.0,0.0,-0.1098,0.2424,0.2796,0.8824,nublado,2026-09-03T15:00:55+00:00
grand-lieu,2018-11-08,2,S2B_30TWT_20181108_0_L2A;S2B_30TXT_20181108_0_L2A,1.0,0.0068,0.9932,0.0155,-0.0117,otsu,0.861,0.0107,6299.3,814.6,0.1302,1096.7,1009.2,1751.7,-0.2532,0.4351,0.4758,1.0,ok,2026-09-03T15:01:13+00:00
grand-lieu,2018-11-10,2,S2A_30TWT_20181110_0_L2A;S2A_30TXT_20181110_0_L2A,1.0,0.732,0.268,0.0674,-0.0664,otsu,1.17,0.0492,6299.3,368.1,0.218,325.8,253.3,603.3,-0.0881,0.1343,0.229,0.1867,nublado,2026-09-03T15:01:13+00:00
grand-lieu,2018-11-13,2,S2A_30TWT_20181113_0_L2A;S2A_30TXT_20181113_0_L2A,1.0,0.0759,0.9241,0.0209,-0.0273,otsu,0.737,0.0152,6299.3,1058.8,0.1819,747.4,1199.4,1869.0,-0.2345,0.3677,0.4489,0.8915,ok,2026-09-03T15:01:13+00:00
grand-lieu,2018-11-15,2,S2B_30TWT_20181115_0_L2A;S2B_30TXT_20181115_0_L2A,1.0,0.0119,0.9881,0.0275,-0.043,otsu,0.623,0.0276,6299.3,1202.6,0.1932,776.6,1306.3,1915.2,-0.2332,0.3273,0.428,0.9276,ok,2026-09-03T15:01:13+00:00
grand-lieu,2018-11-18,2,S2B_30TWT_20181118_0_L2A;S2B_30TXT_20181118_0_L2A,1.0,0.0153,0.9847,0.0246,0.0898,otsu,0.773,0.0217,6299.3,1230.2,0.1983,746.9,1334.2,1940.7,-0.2173,0.3281,0.3798,0.9761,ok,2026-09-03T15:01:13+00:00
grand-lieu,2018-11-20,1,S2A_30TWT_20181120_0_L2A,1.0,0.1729,0.8271,0.0454,0.0352,otsu,0.805,0.0418,6299.3,1222.2,0.2346,452.2,1194.7,1771.1,-0.1503,0.2091,0.2684,0.6363,ok,2026-09-03T15:01:13+00:00
grand-lieu,2018-11-30,2,S2A_30TWT_20181130_0_L2A;S2A_30TXT_20181130_0_L2A,1.0,0.5755,0.4245,0.0226,0.0195,otsu,0.926,0.0153,6299.3,1208.0,0.4518,384.6,1061.8,1782.6,-0.1232,0.2006,0.3387,0.4841,nublado,2026-09-03T15:01:13+00:00
grand-lieu,2018-12-10,2,S2A_30TWT_20181210_0_L2A;S2A_30TXT_20181210_0_L2A,1.0,0.509,0.491,0.0252,-0.0742,otsu,0.717,0.0265,6299.3,679.1,0.2196,56.5,614.1,783.5,-0.0562,0.1489,0.2444,0.4145,nublado,2026-09-03T15:01:13+00:00
